"cod","unidade","nome","Arabica_area","Canephora_area","area_total","proporcao_Arabica","proporcao_Canephora","yield","FC_m","FC2km","FC500m","PollinatorD","EUdist","ID","Principal"
"3203700","MU","Muniz Freire (ES)",9563,600,10163,0.94096231427728,0.0590376857227197,13.05,0.28,0.284666667,0.257,0.341,94.56306383,"other municipalities","Arabica"
"3203809","MU","Muqui (ES)",985,3000,3985,0.247176913425345,0.752823086574655,14.33888889,0.216,0.192,0.171333333,0.859,137.3454983,"other municipalities","Canephora"
"3203908","MU","Nova Venécia (ES)",0,16720,16720,0,1,21.12777778,0.082,0.081666667,0.083,1,303.1551931,"other municipalities","Canephora"
"3204005","MU","Pancas (ES)",200,8250,8450,0.0236686390532544,0.976331360946746,18.28888889,0.219666667,0.210333333,0.187,0.988,137.311622,"other municipalities","Canephora"
"3204054","MU","Pedro Canário (ES)",0,170,170,0,1,16,0.036333333,0.042333333,0.066666667,1,564.0608121,"other municipalities","Canephora"
"3204104","MU","Pinheiros (ES)",0,10500,10500,0,1,38.66666667,0.056,0.043,0.068666667,1,661.1347622,"other municipalities","Canephora"
"3204252","MU","Ponto Belo (ES)",0,400,400,0,1,15,0.014666667,0.017333333,0.04,1,592.9029937,"other municipalities","Canephora"
"3204351","MU","Rio Bananal (ES)",0,14300,14300,0,1,28.96666667,0.163666667,0.159333333,0.137,1,187.1148422,"other municipalities","Canephora"
"3204401","MU","Rio Novo do Sul (ES)",800,1000,1800,0.444444444444444,0.555555555555556,16.92222222,0.263333333,0.335333333,0.35,0.788,58.79697579,"other municipalities","Canephora"
"3204500","MU","Santa Leopoldina (ES)",1800,2100,3900,0.461538461538462,0.538461538461538,19.99444444,0.489333333,0.491333333,0.433666667,0.735,66.8829327,"other municipalities","Canephora"
"3204559","MU","Santa Maria de Jetibá (ES)",2500,0,2500,1,0,14,0.507333333,0.504,0.466333333,0.3,55.81561676,"other municipalities","Arabica"
"3204609","MU","Santa Teresa (ES)",4000,5200,9200,0.434782608695652,0.565217391304348,26.28888889,0.466,0.365666667,0.329,0.701,85.32028243,"other municipalities","Canephora"
"3204658","MU","São Domingos do Norte (ES)",0,4908,4908,0,1,21.53333333,0.147333333,0.147666667,0.141666667,1,164.0251307,"other municipalities","Canephora"
"3204708","MU","São Gabriel da Palha (ES)",0,11500,11500,0,1,24.85555556,0.143666667,0.159666667,0.153333333,1,156.2411044,"other municipalities","Canephora"
"3204807","MU","São José do Calçado (ES)",2700,389,3089,0.874069278083522,0.125930721916478,11.91111111,0.154333333,0.172666667,0.183333333,0.371,202.692852,"other municipalities","Arabica"
"3204955","MU","São Roque do Canaã (ES)",1000,4000,5000,0.2,0.8,22.38888889,0.146,0.158666667,0.14,0.86,159.4693157,"other municipalities","Canephora"
"3205010","MU","Sooretama (ES)",0,17000,17000,0,1,28.61666667,0.461,0.164333333,0.101,1,248.308959,"other municipalities","Canephora"
"3205036","MU","Vargem Alta (ES)",10420,750,11170,0.932855863921218,0.0671441360787825,13.72777778,0.517333333,0.474333333,0.424666667,0.355,57.28648122,"other municipalities","Arabica"
"3205069","MU","Venda Nova do Imigrante (ES)",3620,0,3620,1,0,17.66111111,0.48,0.480333333,0.426,0.3,53.04243674,"other municipalities","Arabica"
"3205101","MU","Viana (ES)",234,760,994,0.235412474849095,0.764587525150905,19.91666667,0.340666667,0.460333333,0.452,0.826,53.59467014,"other municipalities","Canephora"
"3205150","MU","Vila Pavão (ES)",0,9070,9070,0,1,22.47222222,0.087,0.095666667,0.105,1,200.8555279,"other municipalities","Canephora"
"3205176","MU","Vila Valério (ES)",0,21500,21500,0,1,26.93888889,0.124666667,0.136,0.107333333,1,213.958107,"other municipalities","Canephora"
"3500105","MU","Adamantina (SP)",600,0,600,1,0,10,0.021,0.025666667,0.034333333,0.3,402.4830463,"other municipalities","Arabica"
"3500402","MU","Águas da Prata (SP)",1040,0,1040,1,0,12.61111111,0.299666667,0.280333333,0.235333333,0.3,123.6371002,"study area","Arabica"
"3500501","MU","Águas de Lindóia (SP)",481,0,481,1,0,20.33333333,0.161333333,0.122333333,0.138,0.3,136.2206051,"study area","Arabica"
"3501103","MU","Alto Alegre (SP)",73,0,73,1,0,46.55,0.0325,0.0195,0.0205,0.3,569.4997442,"other municipalities","Arabica"
"3501400","MU","Álvaro de Carvalho (SP)",1000,0,1000,1,0,18.33333333,0.105666667,0.099666667,0.066,0.3,304.1298834,"other municipalities","Arabica"
"3501905","MU","Amparo (SP)",1756,0,1756,1,0,24.80555556,0.183333333,0.208,0.220666667,0.3,116.8661162,"study area","Arabica"
"3502606","MU","Aparecida d'Oeste (SP)",10,0,10,1,0,15.1,0.03,0.025666667,0.034,0.3,367.8301473,"other municipalities","Arabica"
"3502804","MU","Araçatuba (SP)",79,0,79,1,0,31.2,0.023333333,0.026666667,0.012666667,0.3,977.8565684,"other municipalities","Arabica"
"3503356","MU","Arco-Íris (SP)",69,0,69,1,0,15.52777778,0.04,0.022,0.082,0.3,759.9937461,"other municipalities","Arabica"
"3503950","MU","Aspásia (SP)",10,0,10,1,0,13.13888889,0.012333333,0.011,0.023333333,0.3,555.5447078,"other municipalities","Arabica"
"3504206","MU","Auriflama (SP)",60,0,60,1,0,11.25,0.025,0.0235,0.019,0.3,404.8723217,"other municipalities","Arabica"
"3504404","MU","Avanhandava (SP)",58,0,58,1,0,47.23333333,0.038,0.06,0.1025,0.3,354.0748828,"other municipalities","Arabica"
"3504602","MU","Bady Bassitt (SP)",70,0,70,1,0,27.77777778,0.052666667,0.041333333,0.024333333,0.3,422.3989791,"other municipalities","Arabica"
"3505005","MU","Barão de Antonina (SP)",10,0,10,1,0,43.88888889,0.098,0.071333333,0.071,0.3,150.2546584,"other municipalities","Arabica"
"3505807","MU","Bastos (SP)",255,0,255,1,0,17.77777778,0.052,0.038,0.017333333,0.3,446.9938932,"other municipalities","Arabica"
"3506300","MU","Bernardino de Campos (SP)",130,0,130,1,0,13.62777778,0.081333333,0.042,0.079333333,0.3,159.4649454,"other municipalities","Arabica"
"3506409","MU","Bilac (SP)",120,0,120,1,0,18.27777778,0.023666667,0.019666667,0.026333333,0.3,740.1932154,"other municipalities","Arabica"
"3506508","MU","Birigui (SP)",300,0,300,1,0,11.11666667,0.023,0.016333333,0.024333333,0.3,473.2499074,"other municipalities","Arabica"
"3507605","MU","Bragança Paulista (SP)",1500,0,1500,1,0,25,0.165666667,0.201666667,0.159666667,0.3,144.5147584,"other municipalities","Arabica"
"3507704","MU","Braúna (SP)",120,0,120,1,0,37.93333333,0.0325,0.0245,0.0255,0.3,486.29727,"other municipalities","Arabica"
"3508702","MU","Caconde (SP)",7500,0,7500,1,0,16.51111111,0.133,0.145333333,0.152333333,0.3,133.964441,"study area","Arabica"
"3508801","MU","Cafelândia (SP)",0,0,0,NA,NA,20.10555556,0.077333333,0.119333333,0.117,0.3,402.0974181,"other municipalities",NA
"3509502","MU","Campinas (SP)",400,0,400,1,0,15.33333333,0.076666667,0.11,0.128,0.3,210.1313135,"study area","Arabica"
"3511904","MU","Clementina (SP)",58,0,58,1,0,25,0.016666667,0.008666667,0.008,0.3,531.9096384,"other municipalities","Arabica"
"3512506","MU","Coroados (SP)",46,0,46,1,0,30,0.033,0.024,0.034,0.3,495.8847448,"other municipalities","Arabica"
"3513900","MU","Divinolândia (SP)",3200,0,3200,1,0,12.94444444,0.122333333,0.126666667,0.126333333,0.3,145.0074,"study area","Arabica"
"3514403","MU","Dracena (SP)",680,0,680,1,0,23.08333333,0.046,0.036333333,0.069666667,0.3,708.6124486,"other municipalities","Arabica"
"3515202","MU","Estrela d'Oeste (SP)",60,0,60,1,0,20.3,0.035333333,0.026333333,0.038333333,0.3,432.3192833,"other municipalities","Arabica"
"3515400","MU","Fartura (SP)",2860,0,2860,1,0,15.30555556,0.105333333,0.082333333,0.076,0.3,214.969131,"other municipalities","Arabica"
"3515509","MU","Fernandópolis (SP)",30,0,30,1,0,10,0.034,0.027333333,0.025666667,0.3,391.722532,"other municipalities","Arabica"
"3516002","MU","Flórida Paulista (SP)",323,0,323,1,0,11.27777778,0.030333333,0.028333333,0.038666667,0.3,506.347389,"other municipalities","Arabica"
"3516507","MU","Gabriel Monteiro (SP)",380,0,380,1,0,18.10555556,0.022,0.017,0.02,0.3,600.8957708,"other municipalities","Arabica"
"3516705","MU","Garça (SP)",12400,0,12400,1,0,22.5,0.1095,0.098,0.064,0.3,394.7352139,"other municipalities","Arabica"
"3517000","MU","Getulina (SP)",0,0,0,NA,NA,18.32777778,0.054333333,0.010666667,0.038333333,0.3,1002.513573,"other municipalities",NA
"3517109","MU","Glicério (SP)",280,0,280,1,0,20.31666667,0.0205,0.016,0.0415,0.3,527.7332491,"other municipalities","Arabica"
"3517208","MU","Guaiçara (SP)",0,0,0,NA,NA,25.23333333,0.045,0.047666667,0.001333333,0.3,761.4273812,"other municipalities",NA
"3517307","MU","Guaimbê (SP)",0,0,0,NA,NA,10.77222222,0.039,0.02,0.008666667,0.3,471.9458449,"other municipalities",NA
"3518107","MU","Guarantã (SP)",0,0,0,NA,NA,12.05555556,0.083333333,0.078666667,0.055333333,0.3,396.8635641,"other municipalities",NA
"3519006","MU","Herculândia (SP)",100,0,100,1,0,15.55555556,0.017666667,0.030333333,0.052,0.3,621.5636887,"other municipalities","Arabica"
"3519204","MU","Iacri (SP)",423,0,423,1,0,14.17777778,0.035,0.016333333,0.032333333,0.3,713.3652166,"other municipalities","Arabica"
"3520509","MU","Indaiatuba (SP)",150,0,150,1,0,17.77777778,0.064333333,0.07,0.067333333,0.3,361.6403509,"other municipalities","Arabica"
"3520806","MU","Inúbia Paulista (SP)",270,0,270,1,0,19.00555556,0.066,0.089666667,0.044666667,0.3,659.6649019,"other municipalities","Arabica"
"3520905","MU","Ipaussu (SP)",280,0,280,1,0,16.94444444,0.092666667,0.065,0.056333333,0.3,531.6991196,"other municipalities","Arabica"
"3521606","MU","Irapuru (SP)",930,0,930,1,0,10.19444444,0.025666667,0.009666667,0.019333333,0.3,711.1773683,"other municipalities","Arabica"
"3522802","MU","Itaporanga (SP)",505,0,505,1,0,14.71666667,0.094333333,0.037333333,0.032,0.3,490.0819957,"other municipalities","Arabica"
"3522901","MU","Itapuí (SP)",25,0,25,1,0,17.33333333,0.022666667,0.016666667,0.068,0.3,246.4025764,"other municipalities","Arabica"
"3523404","MU","Itatiba (SP)",398,0,398,1,0,12.50833333,0.1645,0.1825,0.1395,0.3,193.0947651,"other municipalities","Arabica"
"3524501","MU","Jaci (SP)",50,0,50,1,0,21.11111111,0.060666667,0.076333333,0.245,0.3,110.1469311,"other municipalities","Arabica"
"3524808","MU","Jales (SP)",40,0,40,1,0,12.24444444,0.029333333,0.027,0.011333333,0.3,466.0344471,"other municipalities","Arabica"
"3525508","MU","Joanópolis (SP)",20,0,20,1,0,22.77777778,0.386666667,0.139,0.216333333,0.3,180.9875864,"other municipalities","Arabica"
"3525706","MU","José Bonifácio (SP)",110,0,110,1,0,16.11111111,0.043666667,0.040333333,0.037,0.3,279.4830253,"other municipalities","Arabica"
"3525805","MU","Júlio Mesquita (SP)",280,0,280,1,0,24,0.068,0.0675,0.101,0.3,550.9237061,"other municipalities","Arabica"
"3526001","MU","Junqueirópolis (SP)",700,0,700,1,0,10.95555556,0.032666667,0.030666667,0.072,0.3,799.357808,"other municipalities","Arabica"
"3527009","MU","Lindóia (SP)",150,0,150,1,0,21.02777778,0.107,0.099333333,0.103,0.3,134.6259357,"study area","Arabica"
"3527108","MU","Lins (SP)",0,0,0,NA,NA,27.27222222,0.052333333,0.038,0.049666667,0.3,576.5438504,"other municipalities",NA
"3527405","MU","Lucélia (SP)",250,0,250,1,0,8.777777778,0.031666667,0.028333333,0.042,0.3,877.5356203,"other municipalities","Arabica"
"3527702","MU","Luiziânia (SP)",66,0,66,1,0,27.30833333,0.0395,0.0235,0.0445,0.3,695.3732214,"other municipalities","Arabica"
"3528106","MU","Macaubal (SP)",35,0,35,1,0,14.44444444,0.076,0.060666667,0.042666667,0.3,298.1587725,"other municipalities","Arabica"
"3528205","MU","Macedônia (SP)",80,0,80,1,0,10,0.028333333,0.035333333,0.065666667,0.3,289.110309,"other municipalities","Arabica"
"3528908","MU","Mariápolis (SP)",100,0,100,1,0,21.66666667,0.015,0.014666667,0.022666667,0.3,808.6294364,"other municipalities","Arabica"
"3529500","MU","Mendonça (SP)",100,0,100,1,0,17.22222222,0.066,0.018,0.011,0.3,602.964368,"other municipalities","Arabica"
"3530102","MU","Mirandópolis (SP)",75,0,75,1,0,25.11666667,0.062,0.068,0.052,0.3,299.3220428,"other municipalities","Arabica"
"3531209","MU","Monte Alegre do Sul (SP)",670,0,670,1,0,20.11666667,0.266333333,0.261,0.241666667,0.3,81.35038599,"study area","Arabica"
"3531605","MU","Monte Castelo (SP)",70,0,70,1,0,10.06666667,0.085333333,0.027666667,0.003,0.3,968.3937323,"other municipalities","Arabica"
"3532009","MU","Morungaba (SP)",50,0,50,1,0,18.30555556,0.224333333,0.269333333,0.244,0.3,89.31726775,"other municipalities","Arabica"
"3532108","MU","Murutinga do Sul (SP)",8,0,8,1,0,29.16666667,0.062,0.049,0.069,0.3,355.9469864,"other municipalities","Arabica"
"3532504","MU","Neves Paulista (SP)",40,0,40,1,0,13.61111111,0.047333333,0.027666667,0.018,0.3,475.7437155,"other municipalities","Arabica"
"3532702","MU","Nipoã (SP)",100,0,100,1,0,13.77777778,0.062333333,0.054333333,0.066666667,0.3,150.4545754,"other municipalities","Arabica"
"3532801","MU","Nova Aliança (SP)",100,0,100,1,0,12.22222222,0.064666667,0.029666667,0.022,0.3,525.9186009,"other municipalities","Arabica"
"3534104","MU","Oriente (SP)",130,0,130,1,0,17.5,0.088,0.126,0.117,0.3,313.7994357,"other municipalities","Arabica"
"3534609","MU","Osvaldo Cruz (SP)",2750,0,2750,1,0,7.716666667,0.053,0.037,0.039,0.3,450.3578919,"other municipalities","Arabica"
"3534708","MU","Ourinhos (SP)",16,0,16,1,0,11.22222222,0.036666667,0.042,0.052333333,0.3,392.7800335,"other municipalities","Arabica"
"3534807","MU","Ouro Verde (SP)",30,0,30,1,0,12.81111111,0.062666667,0.006333333,0.034,0.3,1190.585058,"other municipalities","Arabica"
"3534906","MU","Pacaembu (SP)",600,0,600,1,0,15,0.024,0.021,0.019666667,0.3,559.7520416,"other municipalities","Arabica"
"3535200","MU","Palmeira d'Oeste (SP)",75,0,75,1,0,8.255555556,0.025333333,0.031666667,0.056666667,0.3,298.3951707,"other municipalities","Arabica"
"3536000","MU","Parapuã (SP)",1620,0,1620,1,0,16.11111111,0.029333333,0.025666667,0.022666667,0.3,597.8456311,"other municipalities","Arabica"
"3536802","MU","Pedra Bela (SP)",200,0,200,1,0,22.22222222,0.212666667,0.286333333,0.234,0.3,97.28756647,"other municipalities","Arabica"
"3536901","MU","Pedranópolis (SP)",10,0,10,1,0,16.66666667,0.047,0.043666667,0.078666667,0.3,259.5816496,"other municipalities","Arabica"
"3537107","MU","Pedreira (SP)",48,0,48,1,0,17.28888889,0.154666667,0.148333333,0.111,0.3,36.91576599,"other municipalities","Arabica"
"3537305","MU","Penápolis (SP)",230,0,230,1,0,46.975,0.0305,0.027,0.027,0.3,612.8650263,"other municipalities","Arabica"
"3537701","MU","Piacatu (SP)",335,0,335,1,0,10,0.066333333,0.019333333,0.018333333,0.3,604.646811,"other municipalities","Arabica"
"3538006","MU","Pindamonhangaba (SP)",30,0,30,1,0,15.95,0.271,0.169666667,0.180666667,0.3,214.9925086,"other municipalities","Arabica"
"3538204","MU","Pinhalzinho (SP)",300,0,300,1,0,23.33333333,0.171,0.164,0.194333333,0.3,84.84208315,"other municipalities","Arabica"
"3538600","MU","Piracaia (SP)",10,0,10,1,0,22.77777778,0.349666667,0.165333333,0.120333333,0.3,159.7875496,"other municipalities","Arabica"
"3540002","MU","Pompéia (SP)",155,0,155,1,0,34.94166667,0.047,0.0775,0.0955,0.3,474.8729695,"other municipalities","Arabica"
"3540101","MU","Pongaí (SP)",0,0,0,NA,NA,24.97222222,0.043666667,0.039,0.049666667,0.3,244.3415787,"other municipalities",NA
"3540259","MU","Pontalinda (SP)",5,0,5,1,0,10.12222222,0.051666667,0.032,0.005,0.3,400.0873705,"other municipalities","Arabica"
"3540606","MU","Porto Feliz (SP)",20,0,20,1,0,20,0.050333333,0.025333333,0.017,0.3,471.6033211,"other municipalities","Arabica"
"3540804","MU","Potirendaba (SP)",80,0,80,1,0,16.09444444,0.051666667,0.048666667,0.044666667,0.3,448.9619652,"other municipalities","Arabica"
"3541604","MU","Promissão (SP)",100,0,100,1,0,47.25,0.0445,0.0415,0.032,0.3,746.4559519,"other municipalities","Arabica"
"3542008","MU","Quintana (SP)",90,0,90,1,0,19.2,0.061,0.032,0.136666667,0.3,725.7778517,"other municipalities","Arabica"
"3543808","MU","Rinópolis (SP)",1200,0,1200,1,0,17.5,0.038666667,0.021333333,0.037666667,0.3,516.8496852,"other municipalities","Arabica"
"3544707","MU","Sagres (SP)",90,0,90,1,0,8.855555556,0.024333333,0.029666667,0.042666667,0.3,592.7176277,"other municipalities","Arabica"
"3545100","MU","Salmourão (SP)",420,0,420,1,0,10.67777778,0.118666667,0.055333333,0.020333333,0.3,609.2313943,"other municipalities","Arabica"
"3546603","MU","Santa Fé do Sul (SP)",70,0,70,1,0,15,0.019666667,0.015,0.011666667,0.3,536.786261,"other municipalities","Arabica"
"3547205","MU","Santana da Ponte Pensa (SP)",5,0,5,1,0,15,0.011,0.007666667,0.013333333,0.3,366.2803323,"other municipalities","Arabica"
"3547403","MU","Santa Rita d'Oeste (SP)",10,0,10,1,0,14.88888889,0.017666667,0.010333333,0.030333333,0.3,495.0034313,"other municipalities","Arabica"
"3548104","MU","Santo Antônio do Jardim (SP)",3420,0,3420,1,0,19.89444444,0.133666667,0.127666667,0.122333333,0.3,158.3180492,"study area","Arabica"
"3549201","MU","São João das Duas Pontes (SP)",5,0,5,1,0,11.93333333,0.033666667,0.044,0.028333333,0.3,437.939475,"other municipalities","Arabica"
"3550803","MU","São Sebastião da Grama (SP)",7900,0,7900,1,0,25.72222222,0.174333333,0.167666667,0.163333333,0.3,139.7090976,"study area","Arabica"
"3551207","MU","Sarutaiá (SP)",118,0,118,1,0,15.73333333,0.149,0.132666667,0.125666667,0.3,186.7148532,"other municipalities","Arabica"
"3551603","MU","Serra Negra (SP)",2870,0,2870,1,0,26.66666667,0.171,0.184,0.185666667,0.3,113.6086993,"study area","Arabica"
"3552106","MU","Socorro (SP)",2200,0,2200,1,0,22.5,0.097333333,0.097,0.101,0.3,156.8527652,"study area","Arabica"
"3553005","MU","Taguaí (SP)",1170,0,1170,1,0,15.63888889,0.079,0.052666667,0.060333333,0.3,241.5531359,"other municipalities","Arabica"
"3553609","MU","Tapiratiba (SP)",2585,0,2585,1,0,22.3,0.167,0.168666667,0.176666667,0.3,143.2568174,"study area","Arabica"
"3554300","MU","Teodoro Sampaio (SP)",50,0,50,1,0,16.66666667,0.270666667,0.016333333,0.021666667,0.3,899.4223595,"other municipalities","Arabica"
"3554607","MU","Timburi (SP)",1390,0,1390,1,0,15.27222222,0.219,0.159333333,0.092333333,0.3,210.6360807,"other municipalities","Arabica"
"3554904","MU","Três Fronteiras (SP)",10,0,10,1,0,15,0.014,0.014333333,0.022666667,0.3,426.3064193,"other municipalities","Arabica"
"3554953","MU","Tuiuti (SP)",30,0,30,1,0,18.88888889,0.116,0.134333333,0.086333333,0.3,261.9008614,"other municipalities","Arabica"
"3555000","MU","Tupã (SP)",200,0,200,1,0,17.22222222,0.040333333,0.013,0.020666667,0.3,762.7057842,"other municipalities","Arabica"
"3555109","MU","Tupi Paulista (SP)",627,0,627,1,0,19.43333333,0.018666667,0.017666667,0.026,0.3,683.6903797,"other municipalities","Arabica"
"3555307","MU","Turmalina (SP)",20,0,20,1,0,10,0.064333333,0.055,0.060333333,0.3,503.7829064,"other municipalities","Arabica"
"3555802","MU","Urânia (SP)",15,0,15,1,0,6.455555556,0.017666667,0.011,0.019,0.3,638.6462847,"other municipalities","Arabica"
"3555901","MU","Uru (SP)",0,0,0,NA,NA,24.01666667,0.039,0.063,0.025,0.3,560.6275316,"other municipalities",NA
"3556206","MU","Valinhos (SP)",24,0,24,1,0,33.33333333,0.1155,0.1965,0.1055,0.3,117.1186215,"other municipalities","Arabica"
"3556354","MU","Vargem (SP)",90,0,90,1,0,20,0.228,0.084666667,0.123333333,0.3,193.9536932,"other municipalities","Arabica"
"3556602","MU","Vera Cruz (SP)",3150,0,3150,1,0,17.44444444,0.090666667,0.088333333,0.047333333,0.3,374.466654,"other municipalities","Arabica"
"3557204","MU","Chavantes (SP)",35,0,35,1,0,12.13333333,0.051333333,0.051666667,0.105666667,0.3,385.5637698,"other municipalities","Arabica"
"4100103","MU","Abatiá (PR)",920,0,920,1,0,22.86666667,0.049,0.05,0.040333333,0.3,288.1200693,"other municipalities","Arabica"
"4100509","MU","Altônia (PR)",300,0,300,1,0,15.25555556,0.078333333,0.044333333,0.043666667,0.3,452.2095982,"other municipalities","Arabica"
"4100608","MU","Alto Paraná (PR)",114,0,114,1,0,12.28888889,0.065,0.054666667,0.087,0.3,191.455178,"other municipalities","Arabica"
"4100806","MU","Alvorada do Sul (PR)",360,0,360,1,0,26,0.044666667,0.055,0.092666667,0.3,588.6991015,"other municipalities","Arabica"
"4101051","MU","Anahy (PR)",56,0,56,1,0,22.43333333,0.087333333,0.101666667,0.041666667,0.3,236.3222222,"other municipalities","Arabica"
"4101101","MU","Andirá (PR)",38,0,38,1,0,21.72777778,0.024333333,0.028666667,0.052333333,0.3,996.5879902,"other municipalities","Arabica"
"4101150","MU","Ângulo (PR)",19,0,19,1,0,25.52777778,0.037,0.083666667,0.055,0.3,401.5520773,"other municipalities","Arabica"
"4101408","MU","Apucarana (PR)",4230,0,4230,1,0,26.12222222,0.139333333,0.151666667,0.119,0.3,170.6790712,"other municipalities","Arabica"
"4101507","MU","Arapongas (PR)",694,0,694,1,0,21.66111111,0.111666667,0.118666667,0.063666667,0.3,337.9136167,"other municipalities","Arabica"
"4101655","MU","Arapuã (PR)",170,0,170,1,0,16.33888889,0.061,0.076333333,0.08,0.3,219.4102908,"other municipalities","Arabica"
"4101705","MU","Araruna (PR)",340,0,340,1,0,21.82222222,0.084666667,0.087,0.054333333,0.3,294.8331189,"other municipalities","Arabica"
"4101853","MU","Ariranha do Ivaí (PR)",60,0,60,1,0,13.42222222,0.096333333,0.095666667,0.074,0.3,238.3942673,"other municipalities","Arabica"
"4101903","MU","Assaí (PR)",420,0,420,1,0,22.63333333,0.053,0.050666667,0.040333333,0.3,307.7572389,"other municipalities","Arabica"
"4102109","MU","Astorga (PR)",304,0,304,1,0,24.42777778,0.058333333,0.034,0.024,0.3,645.81077,"other municipalities","Arabica"
"4102406","MU","Bandeirantes (PR)",400,0,400,1,0,21.21111111,0.052,0.075333333,0.057333333,0.3,356.2759061,"other municipalities","Arabica"
"4102505","MU","Barbosa Ferraz (PR)",168,0,168,1,0,17.95555556,0.114,0.102333333,0.081333333,0.3,253.37151,"other municipalities","Arabica"
"4102703","MU","Barra do Jacaré (PR)",48,0,48,1,0,33.02222222,0.036333333,0.025,0.024666667,0.3,844.7048099,"other municipalities","Arabica"
"4102802","MU","Bela Vista do Paraíso (PR)",110,0,110,1,0,23.58888889,0.080333333,0.057666667,0.044,0.3,340.8307763,"other municipalities","Arabica"
"4103206","MU","Bom Sucesso (PR)",150,0,150,1,0,25.82777778,0.133,0.128,0.124666667,0.3,133.7525864,"other municipalities","Arabica"
"4103305","MU","Borrazópolis (PR)",530,0,530,1,0,15.46111111,0.077666667,0.076666667,0.087333333,0.3,138.522261,"other municipalities","Arabica"
"4103354","MU","Braganey (PR)",76,0,76,1,0,23.51111111,0.126666667,0.087,0.064666667,0.3,284.7924229,"other municipalities","Arabica"
"4103404","MU","Cafeara (PR)",98,0,98,1,0,20.03333333,0.028333333,0.051333333,0.072333333,0.3,564.8640244,"other municipalities","Arabica"
"4103479","MU","Cafezal do Sul (PR)",6,0,6,1,0,13.31666667,0.036666667,0.044,0.033333333,0.3,329.3471289,"other municipalities","Arabica"
"4103503","MU","Califórnia (PR)",290,0,290,1,0,22.83333333,0.092,0.086,0.062333333,0.3,187.6622928,"other municipalities","Arabica"
"4103602","MU","Cambará (PR)",12,0,12,1,0,34.27222222,0.024,0.017,0.029,0.3,382.3381165,"other municipalities","Arabica"
"4103701","MU","Cambé (PR)",630,0,630,1,0,17.98333333,0.060333333,0.058666667,0.060666667,0.3,303.0455849,"other municipalities","Arabica"
"4103800","MU","Cambira (PR)",1290,0,1290,1,0,26.23333333,0.098666667,0.126666667,0.084666667,0.3,191.1480223,"other municipalities","Arabica"
"4104303","MU","Campo Mourão (PR)",33,0,33,1,0,20.57222222,0.106,0.112,0.1,0.3,231.0628999,"other municipalities","Arabica"
"4104709","MU","Carlópolis (PR)",4444,0,4444,1,0,35.88888889,0.045666667,0.049666667,0.047,0.3,296.8380573,"other municipalities","Arabica"
"4105102","MU","Centenário do Sul (PR)",403,0,403,1,0,22.40555556,0.055333333,0.056,0.054,0.3,428.9033581,"other municipalities","Arabica"
"4105508","MU","Cianorte (PR)",524,0,524,1,0,18.04444444,0.11,0.1,0.070333333,0.3,350.1979664,"other municipalities","Arabica"
"4105607","MU","Cidade Gaúcha (PR)",47,0,47,1,0,17.54444444,0.048333333,0.042333333,0.008666667,0.3,639.3765132,"other municipalities","Arabica"
"4105904","MU","Colorado (PR)",150,0,150,1,0,14.75,0.031333333,0.021333333,0.018333333,0.3,747.3759667,"other municipalities","Arabica"
"4106001","MU","Congonhinhas (PR)",1132,0,1132,1,0,27.65555556,0.135666667,0.106,0.080666667,0.3,258.2309741,"other municipalities","Arabica"
"4106100","MU","Conselheiro Mairinck (PR)",349,0,349,1,0,43.47222222,0.064666667,0.044333333,0.038666667,0.3,284.5221145,"other municipalities","Arabica"
"4106308","MU","Corbélia (PR)",60,0,60,1,0,24.56666667,0.120333333,0.101666667,0.081,0.3,196.9750002,"other municipalities","Arabica"
"4106407","MU","Cornélio Procópio (PR)",1108,0,1108,1,0,24.48888889,0.097333333,0.067666667,0.048,0.3,342.1071045,"other municipalities","Arabica"
"4106555","MU","Corumbataí do Sul (PR)",2100,0,2100,1,0,18.97222222,0.126333333,0.105666667,0.096333333,0.3,215.816271,"other municipalities","Arabica"
"4106605","MU","Cruzeiro do Oeste (PR)",150,0,150,1,0,16.17222222,0.072,0.033333333,0.020666667,0.3,435.9045377,"other municipalities","Arabica"
"4106852","MU","Cruzmaltina (PR)",60,0,60,1,0,15.73333333,0.103666667,0.086,0.138,0.3,130.6956554,"other municipalities","Arabica"
"4107009","MU","Curiúva (PR)",473,0,473,1,0,29.2,0.233333333,0.172666667,0.131,0.3,141.2291193,"other municipalities","Arabica"
"4107108","MU","Diamante do Norte (PR)",340,0,340,1,0,11.70555556,0.120333333,0.050333333,0.051666667,0.3,634.2976863,"other municipalities","Arabica"
"4107256","MU","Douradina (PR)",45,0,45,1,0,13.67222222,0.084666667,0.068,0.012666667,0.3,614.5659718,"other municipalities","Arabica"
"4107306","MU","Doutor Camargo (PR)",32,0,32,1,0,22.60555556,0.028666667,0.018,0.01,0.3,757.4980475,"other municipalities","Arabica"
"4107504","MU","Engenheiro Beltrão (PR)",200,0,200,1,0,27.22222222,0.081666667,0.058333333,0.042333333,0.3,521.4892432,"other municipalities","Arabica"
"4107520","MU","Esperança Nova (PR)",84,0,84,1,0,15.83888889,0.019666667,0.023,0.022666667,0.3,554.3942537,"other municipalities","Arabica"
"4107751","MU","Figueira (PR)",1502,0,1502,1,0,30.7,0.231666667,0.193666667,0.14,0.3,138.4808658,"other municipalities","Arabica"
